Name,Unique visitors total,Daily-Visitors,Weekday-Visitors-Per_day,Weekend-Visitors-Per_day,Weekday-Morning,Weekday-Afternoon,Weekday-Night,Weekend-Morning,Weekend-Afternoon,Weekend-Night,Weekday-Morning-Per_day,Weekday-Afternoon-Per_day,Weekday-Night-Per_day,Weekend-Morning-Per_day,Weekend-Afternoon-Per_day,Weekend-Night-Per_day,Morning,Afternoon,Night
237,0.309195913,0.203175117,0.198303221,0.215063016,0.19535368,0.194070571,0.20534622,0.21952412,0.230655203,0.195781818,0.19535368,0.194070571,0.20534622,0.21952412,0.230655203,0.195781818,0.202250849,0.204690189,0.202514748
238,0.385571181,0.269643755,0.257550227,0.296897821,0.250194183,0.258678452,0.262906088,0.279516062,0.310685608,0.295878228,0.250194183,0.258678452,0.262906088,0.279516062,0.310685608,0.295878228,0.258775411,0.275103633,0.273157503
239,0.412336863,0.272454593,0.263111916,0.298082897,0.253466474,0.266531165,0.268554016,0.292261458,0.314921781,0.284713965,0.253466474,0.266531165,0.268554016,0.292261458,0.314921781,0.284713965,0.263402994,0.279737274,0.272935698
240,0.39538085,0.249885036,0.249156296,0.251566588,0.233607231,0.24981685,0.262599273,0.247891743,0.254574812,0.251908397,0.233607231,0.24981685,0.262599273,0.247891743,0.254574812,0.251908397,0.237825004,0.251301865,0.259395956
241,0.352220521,0.210735619,0.211267606,0.209568733,0.203249609,0.214523321,0.215436696,0.206133736,0.2145064,0.207567402,0.203249609,0.214523321,0.215436696,0.206133736,0.2145064,0.207567402,0.204137433,0.214517825,0.213024697
242,0.500577412,0.343470076,0.333745936,0.365480691,0.317576693,0.339598714,0.342243122,0.334993478,0.412741908,0.334489646,0.317576693,0.339598714,0.342243122,0.334993478,0.412741908,0.334489646,0.322612721,0.364902094,0.340058064
243,0.351629039,0.226911497,0.228455957,0.223248519,0.226492559,0.233243197,0.225956858,0.218789144,0.232645403,0.217704581,0.226492559,0.233243197,0.225956858,0.218789144,0.232645403,0.217704581,0.224253701,0.233054855,0.223606581
244,0.393582888,0.199588336,0.209304575,0.175873466,0.184574625,0.236413043,0.207713499,0.163141994,0.178750897,0.184331797,0.184574625,0.236413043,0.207713499,0.163141994,0.178750897,0.184331797,0.178563864,0.219341126,0.200815692
245,0.297042574,0.140180242,0.140317955,0.139865794,0.136259667,0.144145159,0.140641869,0.13981529,0.148484848,0.131069122,0.136259667,0.144145159,0.140641869,0.13981529,0.148484848,0.131069122,0.137319367,0.145559523,0.137856646
246,0.347848101,0.204338096,0.200965156,0.212266872,0.193498049,0.206141455,0.202813067,0.217798595,0.200229489,0.218857143,0.193498049,0.206141455,0.202813067,0.217798595,0.200229489,0.218857143,0.200972447,0.204338698,0.207372524
247,0.418254764,0.300002443,0.302346861,0.293945099,0.294574474,0.30193865,0.310030547,0.288927587,0.30291836,0.289053519,0.294574474,0.30193865,0.310030547,0.288927587,0.30291836,0.289053519,0.293052187,0.302217855,0.304122599
248,0.366633267,0.254190061,0.249955803,0.264519839,0.23745799,0.259951894,0.252093335,0.251590874,0.283190651,0.256863855,0.23745799,0.259951894,0.252093335,0.251590874,0.283190651,0.256863855,0.241450368,0.267080745,0.253442754
249,0.392743243,0.27922386,0.27562299,0.287065402,0.273629206,0.276323062,0.27674397,0.283948636,0.298365588,0.278066491,0.273629206,0.276323062,0.27674397,0.283948636,0.298365588,0.278066491,0.276781992,0.283720823,0.27714483
250,0.495554744,0.267123288,0.262777522,0.277603437,0.247212236,0.26622903,0.27440309,0.273632603,0.292815312,0.266388309,0.247212236,0.26622903,0.27440309,0.273632603,0.292815312,0.266388309,0.254730142,0.274165352,0.272030651
251,0.390715092,0.247398934,0.240859728,0.261787749,0.230451186,0.257307937,0.234749035,0.252443203,0.272284188,0.257763324,0.230451186,0.257307937,0.234749035,0.252443203,0.272284188,0.257763324,0.236815043,0.262446932,0.241702856
252,0.45424606,0.244819835,0.239555807,0.257551548,0.227625503,0.255722326,0.234907297,0.24969579,0.272378805,0.250271798,0.227625503,0.255722326,0.234907297,0.24969579,0.272378805,0.250271798,0.233972564,0.260616098,0.23945202
253,0.354945662,0.210415738,0.20859375,0.214522478,0.202048619,0.21613915,0.207626848,0.216633466,0.2141012,0.213038938,0.202048619,0.21613915,0.207626848,0.216633466,0.2141012,0.213038938,0.206466536,0.215488379,0.209251299
254,0.348037724,0.194564109,0.192782337,0.199572919,0.185251449,0.198197247,0.194303387,0.197460245,0.205211726,0.195880412,0.185251449,0.198197247,0.194303387,0.197460245,0.205211726,0.195880412,0.188349007,0.2,0.194739169
255,0.337016575,0.209522187,0.210356376,0.207495201,0.204656141,0.20979737,0.21592642,0.200473871,0.20952613,0.211991172,0.204656141,0.20979737,0.21592642,0.200473871,0.20952613,0.211991172,0.203447226,0.209714179,0.214824983
256,0.292294807,0.174805661,0.17363099,0.177750851,0.169423386,0.174063761,0.177124914,0.185348096,0.177621811,0.171160295,0.169423386,0.174063761,0.177124914,0.185348096,0.177621811,0.171160295,0.173797126,0.175117972,0.175430575
257,0.326090482,0.20055083,0.201719891,0.197767145,0.19391584,0.211484689,0.200119796,0.194534282,0.201391036,0.197257851,0.19391584,0.211484689,0.200119796,0.194534282,0.201391036,0.197257851,0.194097025,0.208394454,0.199292955
258,0.387007005,0.248816568,0.25077486,0.244512772,0.243630252,0.250100577,0.257752984,0.237197612,0.259606497,0.235106235,0.243630252,0.250100577,0.257752984,0.237197612,0.259606497,0.235106235,0.241702368,0.253301908,0.250921582
259,0.317959469,0.256474429,0.255794154,0.257989745,0.268103144,0.23352013,0.27624767,0.275595238,0.251152499,0.253942061,0.268103144,0.23352013,0.27624767,0.275595238,0.251152499,0.253942061,0.270226947,0.238556755,0.268197459
260,0.456377744,0.326935447,0.318668557,0.346274126,0.306356861,0.327049437,0.321260272,0.341610883,0.352951557,0.343337552,0.306356861,0.327049437,0.321260272,0.341610883,0.352951557,0.343337552,0.31653779,0.335004471,0.327907673
261,0.445838333,0.272767511,0.266172245,0.289109101,0.254231185,0.264074427,0.279123797,0.260138956,0.327348971,0.272962113,0.254231185,0.264074427,0.279123797,0.260138956,0.327348971,0.272962113,0.255831255,0.283864093,0.277409566
262,0.403278244,0.254219127,0.255216266,0.251852521,0.254901961,0.25198862,0.258481855,0.255091867,0.253959732,0.246834617,0.254901961,0.25198862,0.258481855,0.255091867,0.253959732,0.246834617,0.254958224,0.252583796,0.255087679
263,0.394893112,0.276567657,0.273202255,0.284648399,0.266445646,0.276199155,0.276418329,0.28125,0.28762731,0.284664475,0.266445646,0.276199155,0.276418329,0.28125,0.28762731,0.284664475,0.270732614,0.27968687,0.278786869
264,0.392912976,0.204323414,0.196537202,0.224338412,0.189579256,0.195582145,0.20396536,0.221141375,0.237738027,0.213660245,0.189579256,0.195582145,0.20396536,0.221141375,0.237738027,0.213660245,0.198223801,0.207599934,0.206687428
265,0.41882805,0.20341935,0.200322681,0.210089686,0.185258309,0.219774996,0.195750916,0.196584302,0.217418945,0.214758438,0.185258309,0.219774996,0.195750916,0.196584302,0.217418945,0.214758438,0.188788222,0.218991223,0.201584239
266,0.297838693,0.287831472,0.273084777,0.322222222,0.27570678,0.262080608,0.282371295,0.345193508,0.314022989,0.312202853,0.27570678,0.262080608,0.282371295,0.345193508,0.314022989,0.312202853,0.295588498,0.278420596,0.291222571
267,0.322580645,0.191345691,0.185293124,0.204855055,0.183521595,0.183134751,0.18876746,0.204769862,0.213273978,0.196287574,0.183521595,0.183134751,0.18876746,0.204769862,0.213273978,0.196287574,0.189987519,0.193018935,0.190998767
268,0.449531284,0.314526614,0.324270996,0.292996606,0.315549476,0.334060855,0.322809479,0.281916016,0.304843305,0.290083243,0.315549476,0.334060855,0.322809479,0.281916016,0.304843305,0.290083243,0.305399898,0.324377682,0.312956304
269,0.430107527,0.276539013,0.276854714,0.275836111,0.25650388,0.289775264,0.283189423,0.277503526,0.28549142,0.264886433,0.25650388,0.289775264,0.283189423,0.277503526,0.28549142,0.264886433,0.262833457,0.288391778,0.27760075
270,0.384933595,0.25129478,0.260562385,0.230515777,0.260537408,0.268151815,0.254259302,0.228594345,0.235917457,0.226920236,0.260537408,0.268151815,0.254259302,0.228594345,0.235917457,0.226920236,0.25080916,0.257505986,0.246257768
271,0.297339798,0.192462749,0.18764988,0.206087006,0.184069026,0.189922261,0.188698776,0.210257346,0.203265578,0.205132343,0.184069026,0.189922261,0.188698776,0.210257346,0.203265578,0.205132343,0.190751176,0.193312169,0.193200407
272,0.311540367,0.191247146,0.184129447,0.207823961,0.177464591,0.19335172,0.182100526,0.209397344,0.217543326,0.196321911,0.177464591,0.19335172,0.182100526,0.209397344,0.217543326,0.196321911,0.186779897,0.201169188,0.186187271
273,0.469818294,0.20777592,0.200677166,0.226198046,0.182605683,0.214341035,0.20395484,0.205920929,0.244938599,0.225404313,0.182605683,0.214341035,0.20395484,0.205920929,0.244938599,0.225404313,0.188900693,0.222908922,0.210045444
274,0.368635438,0.239659806,0.236733705,0.246052051,0.224062661,0.246264196,0.238935997,0.246771091,0.251698902,0.239793282,0.224062661,0.246264196,0.238935997,0.246771091,0.251698902,0.239793282,0.231294303,0.247969814,0.239201859
275,0.390433578,0.251937224,0.250018236,0.255874869,0.234995905,0.250847841,0.262095567,0.244650324,0.26926376,0.252248363,0.234995905,0.250847841,0.262095567,0.244650324,0.26926376,0.252248363,0.238107822,0.257204895,0.258982989
276,0.468444144,0.263980758,0.273898111,0.240802676,0.266233766,0.286273742,0.267281106,0.228050171,0.270889488,0.2185,0.266233766,0.286273742,0.267281106,0.228050171,0.270889488,0.2185,0.255192878,0.281603709,0.252402013
277,0.428765792,0.261310068,0.256321493,0.273016247,0.252629101,0.252795031,0.262814211,0.259996246,0.286599398,0.271789754,0.252629101,0.252795031,0.262814211,0.259996246,0.286599398,0.271789754,0.25480104,0.263101085,0.265478424
278,0.369407895,0.257128863,0.259216416,0.25195345,0.252930451,0.262119675,0.262274525,0.248662386,0.267687116,0.239169784,0.252930451,0.262119675,0.262274525,0.248662386,0.267687116,0.239169784,0.251734093,0.263768426,0.255676924
279,0.402821531,0.274584852,0.263980478,0.298990439,0.250550055,0.264495631,0.275525279,0.294554997,0.319646474,0.280436099,0.250550055,0.264495631,0.275525279,0.294554997,0.319646474,0.280436099,0.263548866,0.282364873,0.276944623
280,0.283482506,0.153712672,0.143924689,0.175810692,0.139436449,0.141868932,0.149767593,0.172633034,0.183912387,0.170396545,0.139436449,0.141868932,0.149767593,0.172633034,0.183912387,0.170396545,0.149539393,0.155543727,0.155796963
281,0.403643114,0.279889351,0.2682749,0.305395057,0.257955245,0.267981651,0.277787968,0.29739508,0.315307222,0.300666237,0.257955245,0.267981651,0.277787968,0.29739508,0.315307222,0.300666237,0.269729263,0.283979108,0.284630713
282,0.401269531,0.23136407,0.22388267,0.24892424,0.203419468,0.233944954,0.229618953,0.21637147,0.273062731,0.244415808,0.203419468,0.233944954,0.229618953,0.21637147,0.273062731,0.244415808,0.207158651,0.245997158,0.233991242
283,0.343290891,0.263157895,0.258912224,0.273312725,0.257296209,0.271667192,0.247524752,0.267269737,0.275417299,0.276706231,0.257296209,0.271667192,0.247524752,0.267269737,0.275417299,0.276706231,0.260185847,0.272767758,0.256307211
284,0.359410431,0.142852885,0.139809409,0.149765991,0.131765633,0.147273982,0.140656476,0.126672891,0.166283745,0.154450997,0.131765633,0.147273982,0.140656476,0.126672891,0.166283745,0.154450997,0.130254042,0.153444579,0.14475
285,0.387234043,0.237382199,0.241675539,0.226712891,0.232429313,0.247001584,0.245069844,0.218768158,0.232307288,0.228348575,0.232429313,0.247001584,0.245069844,0.218768158,0.232307288,0.228348575,0.22854547,0.242582483,0.240448937
286,0.415725456,0.281355753,0.274749722,0.297770407,0.261036468,0.294401101,0.269005848,0.278980892,0.315148305,0.296089385,0.261036468,0.294401101,0.269005848,0.278980892,0.315148305,0.296089385,0.265946323,0.30067243,0.276703233
287,0.313483785,0.167195949,0.166690923,0.16841858,0.16192063,0.167561999,0.170234878,0.165046729,0.17381606,0.166125449,0.16192063,0.167561999,0.170234878,0.165046729,0.17381606,0.166125449,0.162822033,0.169439151,0.169049497
288,0.293806031,0.20465684,0.202958643,0.208460663,0.196122361,0.205575186,0.206486735,0.208474239,0.216535433,0.200343643,0.196122361,0.205575186,0.206486735,0.208474239,0.216535433,0.200343643,0.1998557,0.209021909,0.204591242
289,0.446493213,0.265697345,0.263107929,0.271705213,0.255010147,0.263974628,0.2696662,0.261716372,0.279984524,0.271899277,0.255010147,0.263974628,0.2696662,0.261716372,0.279984524,0.271899277,0.25698299,0.268859943,0.270343874
290,0.38561309,0.271533089,0.270543116,0.273742802,0.267001693,0.274649708,0.269831203,0.273977695,0.278091442,0.269140494,0.267001693,0.274649708,0.269831203,0.273977695,0.278091442,0.269140494,0.26913599,0.275745401,0.269621328
291,0.311473514,0.164759425,0.160163021,0.17551617,0.151898121,0.165743962,0.162633824,0.169297323,0.186236514,0.17021047,0.151898121,0.165743962,0.162633824,0.169297323,0.186236514,0.17021047,0.156993665,0.172274518,0.164810967
292,0.398466155,0.251324262,0.247703502,0.259672853,0.236681347,0.248431442,0.256919259,0.25571937,0.260790824,0.262104781,0.236681347,0.248431442,0.256919259,0.25571937,0.260790824,0.262104781,0.24230442,0.252366537,0.258444125
293,0.49048913,0.214183858,0.214058186,0.214440747,0.199044586,0.221161826,0.220525351,0.180688337,0.264056643,0.194375517,0.199044586,0.221161826,0.220525351,0.180688337,0.264056643,0.194375517,0.193125771,0.235424456,0.21189794
294,0.299464317,0.166172107,0.161303107,0.177638128,0.152424749,0.165955797,0.164858,0.170876085,0.196848968,0.16453849,0.152424749,0.165955797,0.164858,0.170876085,0.196848968,0.16453849,0.157916373,0.175218548,0.164763194
295,0.466185823,0.298851877,0.291268177,0.316378529,0.283390916,0.287897311,0.301781607,0.299174254,0.347870183,0.296759735,0.283390916,0.287897311,0.301781607,0.299174254,0.347870183,0.296759735,0.287884268,0.307406796,0.30030253
296,0.34660998,0.212380911,0.210003107,0.217933836,0.202765423,0.215191117,0.211892726,0.218670959,0.215791738,0.219344057,0.202765423,0.215191117,0.211892726,0.218670959,0.215791738,0.219344057,0.207473964,0.215379427,0.214060032
297,0.315518509,0.187520974,0.186786787,0.189298836,0.181889764,0.193001267,0.185538516,0.188059701,0.192705988,0.187092568,0.181889764,0.193001267,0.185538516,0.188059701,0.192705988,0.187092568,0.183638928,0.192912047,0.185990644
298,0.40326946,0.190312571,0.190068062,0.190908076,0.181908057,0.200235408,0.18798643,0.185385893,0.19935318,0.187773634,0.181908057,0.200235408,0.18798643,0.185385893,0.19935318,0.187773634,0.182908734,0.199975577,0.187924528
299,0.368372943,0.205889618,0.199177833,0.221134854,0.188520472,0.206065593,0.202151755,0.218685529,0.228290964,0.215800636,0.188520472,0.206065593,0.202151755,0.218685529,0.228290964,0.215800636,0.197534126,0.213141026,0.206237105
300,0.390555267,0.282948107,0.281317125,0.286444366,0.274741955,0.284618068,0.283963915,0.280169492,0.296306174,0.280641106,0.274741955,0.284618068,0.283963915,0.280169492,0.296306174,0.280641106,0.276420633,0.288632408,0.282967292
301,0.380567419,0.301934399,0.303616037,0.297853309,0.304259083,0.293412527,0.315108835,0.305131761,0.286476394,0.304170312,0.304259083,0.293412527,0.315108835,0.305131761,0.286476394,0.304170312,0.304505033,0.291413637,0.31177151
302,0.422252313,0.289134199,0.297021479,0.267851425,0.289721499,0.295918367,0.304933552,0.24609375,0.288419199,0.264315163,0.289721499,0.295918367,0.304933552,0.24609375,0.288419199,0.264315163,0.278195489,0.29394746,0.29338197
303,0.337481401,0.207619757,0.205916976,0.211563191,0.197835951,0.204892761,0.214222335,0.203059338,0.223786699,0.207012911,0.197835951,0.204892761,0.214222335,0.203059338,0.223786699,0.207012911,0.19936865,0.210733469,0.212047446
304,0.343150113,0.23182143,0.237662745,0.217906669,0.230140275,0.252224199,0.231069959,0.198415692,0.232854344,0.219889132,0.230140275,0.252224199,0.231069959,0.198415692,0.232854344,0.219889132,0.221113079,0.246175811,0.227828374
305,0.376403282,0.2257349,0.215047207,0.249516918,0.207891535,0.21876585,0.218055338,0.233795324,0.280920838,0.22732405,0.207891535,0.21876585,0.218055338,0.233795324,0.280920838,0.22732405,0.215474141,0.240001484,0.220782577
306,0.375853757,0.235521992,0.22824262,0.253601213,0.219974959,0.228523302,0.235329341,0.250062641,0.261505832,0.248438894,0.219974959,0.228523302,0.235329341,0.250062641,0.261505832,0.248438894,0.228328927,0.238620869,0.238963769
307,0.409623431,0.309972399,0.312464749,0.303893245,0.31252262,0.314791079,0.310271547,0.308138239,0.30587292,0.298183254,0.31252262,0.314791079,0.310271547,0.308138239,0.30587292,0.298183254,0.311256999,0.312125569,0.306826496
308,0.3794523,0.192642914,0.192029756,0.194090709,0.186271243,0.194863205,0.194595007,0.186284759,0.203457217,0.190954774,0.186271243,0.194863205,0.194595007,0.186284759,0.203457217,0.190954774,0.186275094,0.197576684,0.193536163
309,0.323729442,0.202173343,0.204200836,0.19740816,0.201640064,0.203718952,0.207083534,0.189685939,0.214240805,0.187189752,0.201640064,0.203718952,0.207083534,0.189685939,0.214240805,0.187189752,0.198162185,0.206916316,0.201114634
310,0.397420868,0.276881863,0.280889849,0.267443236,0.278363694,0.282165174,0.281936128,0.252779403,0.291986644,0.255047455,0.278363694,0.282165174,0.281936128,0.252779403,0.291986644,0.255047455,0.27092898,0.285217662,0.274075569
311,0.341415465,0.207119266,0.203021411,0.215641953,0.199231038,0.200721548,0.20844728,0.218773097,0.242829828,0.184420772,0.199231038,0.200721548,0.20844728,0.218773097,0.242829828,0.184420772,0.205505458,0.215028151,0.200918005
312,0.378209392,0.157263531,0.157321311,0.157132513,0.144835442,0.170329051,0.156120387,0.149251682,0.16948946,0.151621385,0.144835442,0.170329051,0.156120387,0.149251682,0.16948946,0.151621385,0.1461776,0.170063572,0.154779233
313,0.425549564,0.173961219,0.161265182,0.20517324,0.155451012,0.166827573,0.16119347,0.185647426,0.234562212,0.193087558,0.155451012,0.166827573,0.16119347,0.185647426,0.234562212,0.193087558,0.163975338,0.18682814,0.170422723
314,0.392830189,0.221485813,0.208370489,0.256704981,0.197692017,0.198195071,0.228304175,0.238386932,0.281603774,0.248970252,0.197692017,0.198195071,0.228304175,0.238386932,0.281603774,0.248970252,0.208695652,0.220629282,0.233978387
315,0.35302945,0.215275796,0.221845447,0.198953428,0.22074883,0.223502752,0.221321321,0.19654321,0.203972498,0.19614792,0.22074883,0.223502752,0.221321321,0.19654321,0.203972498,0.19614792,0.213896267,0.217689859,0.21426102
316,0.258814842,0.123184342,0.122888655,0.123886244,0.116927207,0.1264154,0.125189298,0.125333842,0.130967393,0.11550152,0.116927207,0.1264154,0.125189298,0.125333842,0.130967393,0.11550152,0.119387983,0.127825844,0.122404933
317,0.357674207,0.203309481,0.196628599,0.218928602,0.187489357,0.199475963,0.202280943,0.214138074,0.223585135,0.218478944,0.187489357,0.199475963,0.202280943,0.214138074,0.223585135,0.218478944,0.195264131,0.207173323,0.206950283
318,0.385091794,0.279414908,0.282953474,0.271311599,0.275243184,0.287937743,0.285332338,0.264319325,0.281213536,0.267711963,0.275243184,0.287937743,0.285332338,0.264319325,0.281213536,0.267711963,0.272000385,0.285819318,0.280048757
319,0.414169788,0.297743362,0.287885034,0.321300401,0.280305145,0.281641168,0.300982486,0.321745385,0.319232447,0.322698937,0.280305145,0.281641168,0.300982486,0.321745385,0.319232447,0.322698937,0.29189008,0.2923555,0.307885075
320,0.414164164,0.236414808,0.23541073,0.238745865,0.238058177,0.230097832,0.237844373,0.234608209,0.242083333,0.239103362,0.238058177,0.230097832,0.237844373,0.234608209,0.242083333,0.239103362,0.237042631,0.233876264,0.238214307
321,0.404711885,0.264406123,0.265748464,0.261179264,0.260828866,0.268042953,0.268133081,0.242386053,0.291112396,0.248561565,0.260828866,0.268042953,0.268133081,0.242386053,0.291112396,0.248561565,0.255511143,0.275,0.262431557
322,0.429079022,0.292271663,0.281220106,0.316356922,0.27091736,0.282909833,0.288828131,0.307528958,0.329698858,0.310977702,0.27091736,0.282909833,0.288828131,0.307528958,0.329698858,0.310977702,0.282183806,0.298318609,0.295625625
323,0.349583066,0.212899718,0.225441731,0.184415296,0.225229358,0.225070381,0.225987118,0.182447196,0.197261979,0.17259552,0.225229358,0.225070381,0.225987118,0.182447196,0.197261979,0.17259552,0.212578075,0.216099568,0.210060916
324,0.385932203,0.209754404,0.207514881,0.214975426,0.198827251,0.214264105,0.209167433,0.206751055,0.225,0.212691539,0.198827251,0.214264105,0.209167433,0.206751055,0.225,0.212691539,0.201173148,0.217553247,0.210217963
325,0.411799065,0.236847669,0.229841666,0.253814786,0.214045416,0.241906552,0.233363581,0.24121439,0.268115942,0.251465305,0.214045416,0.241906552,0.233363581,0.24121439,0.268115942,0.251465305,0.221869573,0.249866175,0.238535083
326,0.356546625,0.171808386,0.171202809,0.173416789,0.155086485,0.189331055,0.165384035,0.165404544,0.181946903,0.171997157,0.155086485,0.189331055,0.165384035,0.165404544,0.181946903,0.171997157,0.157860894,0.187437596,0.167355153
327,0.346416191,0.240377547,0.238616059,0.245000178,0.230805124,0.23878476,0.246023242,0.236652237,0.261003564,0.234765129,0.230805124,0.23878476,0.246023242,0.236652237,0.261003564,0.234765129,0.232329884,0.245119306,0.242867311
328,0.357757009,0.198801985,0.204090438,0.186394925,0.198440051,0.209835492,0.203818034,0.177850163,0.199564873,0.18111305,0.198440051,0.209835492,0.203818034,0.177850163,0.199564873,0.18111305,0.192374128,0.206685271,0.197114559
329,0.314799673,0.192257875,0.190931038,0.195331496,0.187951807,0.17929663,0.204910579,0.190524194,0.204633205,0.190724089,0.187951807,0.17929663,0.204910579,0.190524194,0.204633205,0.190724089,0.188731104,0.1869616,0.200665581
330,0.434370771,0.233029134,0.231049207,0.237771739,0.220101094,0.236529894,0.235929244,0.235301205,0.250463215,0.227136681,0.220101094,0.236529894,0.235929244,0.235301205,0.250463215,0.227136681,0.224500471,0.240721311,0.233352823
331,0.368646794,0.25840553,0.256367285,0.263375813,0.253863766,0.251346166,0.263998423,0.265462507,0.267835178,0.257259528,0.253863766,0.251346166,0.263998423,0.265462507,0.267835178,0.257259528,0.25713111,0.256078726,0.261957119
332,0.30438197,0.15775446,0.155167534,0.164796533,0.15,0.151507111,0.163466449,0.163564236,0.175068612,0.156147091,0.15,0.151507111,0.163466449,0.163564236,0.175068612,0.156147091,0.153605906,0.157837544,0.161481206
333,0.393847625,0.230340484,0.221580249,0.25015674,0.219820062,0.220287612,0.224383445,0.258324299,0.24752339,0.245363766,0.219820062,0.220287612,0.224383445,0.258324299,0.24752339,0.245363766,0.231464568,0.228979144,0.23063837
334,0.419128846,0.270378957,0.258660173,0.298764219,0.255093574,0.251971916,0.268224222,0.287966613,0.319236821,0.286893705,0.255093574,0.251971916,0.268224222,0.287966613,0.319236821,0.286893705,0.26444591,0.272546778,0.273558203
335,0.482028442,0.350336385,0.343690933,0.365944735,0.336365678,0.342939175,0.350922823,0.355694444,0.38576562,0.354199396,0.336365678,0.342939175,0.350922823,0.355694444,0.38576562,0.354199396,0.341930582,0.356406051,0.351881987
336,0.384499462,0.289530972,0.287882093,0.293484758,0.283965483,0.286035452,0.293599697,0.279434447,0.326258843,0.271544369,0.283965483,0.286035452,0.293599697,0.279434447,0.326258843,0.271544369,0.282693418,0.297843748,0.286819672
337,0.414973883,0.260851428,0.265443896,0.249485008,0.255820694,0.274442379,0.265689823,0.248888889,0.258449304,0.241059603,0.255820694,0.274442379,0.265689823,0.248888889,0.258449304,0.241059603,0.253871259,0.269706286,0.258654392
338,0.378476821,0.220168339,0.217610925,0.226339969,0.208474978,0.216995209,0.226416441,0.232475947,0.223591549,0.223523055,0.208474978,0.216995209,0.226416441,0.232475947,0.223591549,0.223523055,0.215364671,0.219030033,0.225595421
339,0.360366714,0.234361233,0.225077025,0.255643839,0.220360135,0.223058502,0.230769231,0.257385674,0.268453911,0.241316271,0.220360135,0.223058502,0.230769231,0.257385674,0.268453911,0.241316271,0.231683168,0.237483954,0.233819797
340,0.376113528,0.264750184,0.261595671,0.272229876,0.247100194,0.264375314,0.271983063,0.275221125,0.281088374,0.260505166,0.247100194,0.264375314,0.271983063,0.275221125,0.281088374,0.260505166,0.255269234,0.269532334,0.268646755
341,0.358727462,0.241091216,0.244311468,0.233592881,0.237486096,0.231163902,0.265375415,0.229190863,0.250562882,0.219062665,0.237486096,0.231163902,0.265375415,0.229190863,0.250562882,0.219062665,0.235072105,0.237063484,0.251232847
342,0.415520173,0.255940687,0.253689707,0.261629308,0.245625643,0.254176877,0.260623991,0.250672301,0.286238853,0.246870041,0.245625643,0.254176877,0.260623991,0.250672301,0.286238853,0.246870041,0.247022544,0.263733973,0.256827143
343,0.408505367,0.288681051,0.284459953,0.2986204,0.278466107,0.283550546,0.2905448,0.290707799,0.319341298,0.284033043,0.278466107,0.283550546,0.2905448,0.290707799,0.319341298,0.284033043,0.282035472,0.294952681,0.288691339
344,0.358754028,0.275419626,0.266459694,0.302851524,0.266783831,0.269781022,0.262455226,0.320627803,0.285310734,0.305378304,0.266783831,0.269781022,0.262455226,0.320627803,0.285310734,0.305378304,0.279636072,0.273456653,0.273752399
345,0.416815476,0.286209536,0.287707579,0.282334894,0.280056293,0.287277702,0.295515781,0.263704098,0.315445321,0.264011448,0.280056293,0.287277702,0.295515781,0.263704098,0.315445321,0.264011448,0.275572742,0.295022007,0.28645869
346,0.329208407,0.155608809,0.15296717,0.161825726,0.139051825,0.160639193,0.158711366,0.158326497,0.169459671,0.157645983,0.139051825,0.160639193,0.158711366,0.158326497,0.169459671,0.157645983,0.144758574,0.163366097,0.158402265
347,0.360199347,0.279434106,0.279623041,0.278994886,0.280249872,0.281880888,0.277043859,0.278319123,0.290762902,0.268283917,0.280249872,0.281880888,0.277043859,0.278319123,0.290762902,0.268283917,0.279677342,0.284636807,0.274452477
348,0.372497539,0.232840861,0.232669152,0.233263232,0.230229928,0.231213079,0.23641837,0.240284006,0.235790561,0.224496644,0.230229928,0.231213079,0.23641837,0.240284006,0.235790561,0.224496644,0.233120266,0.232518169,0.232908516
349,0.337215631,0.219363466,0.227870053,0.200069924,0.224677716,0.223167767,0.235136904,0.192643481,0.206278581,0.200281907,0.224677716,0.223167767,0.235136904,0.192643481,0.206278581,0.200281907,0.215062078,0.217780406,0.224730278
350,0.451188986,0.226022089,0.213835597,0.25337944,0.201306241,0.223697801,0.216348633,0.255870166,0.256217467,0.248040138,0.201306241,0.223697801,0.216348633,0.255870166,0.256217467,0.248040138,0.217453505,0.234684905,0.225582458
351,0.404143844,0.220298265,0.206089233,0.256811135,0.199204455,0.20511811,0.21331482,0.256584362,0.269059166,0.244751166,0.199204455,0.20511811,0.21331482,0.256584362,0.269059166,0.244751166,0.215203672,0.223578829,0.221903548
352,0.395294118,0.234237498,0.229205286,0.246718576,0.22124894,0.232738417,0.233063485,0.252796953,0.244304621,0.243636364,0.22124894,0.232738417,0.233063485,0.252796953,0.244304621,0.243636364,0.230193009,0.236133223,0.236075564
353,0.314956737,0.139578059,0.133961263,0.153118004,0.132329701,0.134099617,0.135298507,0.147172892,0.163567362,0.148371753,0.132329701,0.134099617,0.135298507,0.147172892,0.163567362,0.148371753,0.136626876,0.142954895,0.139086187
354,0.335884604,0.213602914,0.214518026,0.21139905,0.214216582,0.21360675,0.215625,0.21411826,0.209947513,0.210285989,0.214216582,0.21360675,0.215625,0.21411826,0.209947513,0.210285989,0.214187852,0.212511224,0.214082355
355,0.388895867,0.232919875,0.234212456,0.229604026,0.232278088,0.23158382,0.238697587,0.229900332,0.241313027,0.217851959,0.232278088,0.23158382,0.238697587,0.229900332,0.241313027,0.217851959,0.23163127,0.234320413,0.232704665
